student_id,InDegree,OutDegree,Closeness_total,Betweenness,Eigen,Diffusion.degree,Coreness,Cross_clique_connectivity
55,0,4,0.0008382229673093,1.22987616099071,0.0226620069245557,361,4,5
56,4,20,0.0009099181073703,222.38062948108,0.0976355522609468,790,14,75
57,7,4,0.0009891196834817,305.870431749316,0.0369728966922472,739,9,13
58,23,16,0.001082251082251,524.58962423376,0.124694544762991,1836,20,367
59,7,14,0.0010649627263045,971.38482972254,0.0581854175391531,1269,12,61
60,25,40,0.0011025358324145,2177.64291057466,0.236826789421901,2109,24,526
61,29,24,0.001085776330076,2184.51209820593,0.224175631037829,1770,21,326
62,16,17,0.0010718113612004,133.221658464531,0.125468037951903,1798,18,455
63,11,25,0.0010537407797681,109.5871077765,0.15534578843521,1480,18,151
64,26,19,0.0010706638115631,1835.1876540229,0.121771819353805,1623,18,288
65,1,2,0.0009803921568627,0.0,0.0185349570487644,629,3,4
66,4,4,0.0010362694300518,232.757700813491,0.033471862919715,1066,7,28
67,21,9,0.001081081081081,961.213589833231,0.0856583117585659,1645,15,207
68,21,40,0.0010764262648008,374.462376913306,0.340581411182456,1942,28,383
69,4,6,0.0010330578512396,522.121506807497,0.0347591674941889,1087,8,24
70,3,1,0.0009832841691248,46.6600386135184,0.0179186563549613,651,4,7
71,1,12,0.0010245901639344,25.1852944838907,0.0991316666233156,962,9,16
72,3,3,0.0009881422924901,40.3550087023829,0.0342750551369511,666,5,9
73,0,2,0.0007309941520467,7.85281332193638,0.0017029045240714,41,2,3
74,6,10,0.0008771929824561,284.154593773949,0.0249516706425173,614,10,29
75,3,7,0.0010351966873706,198.33854066611,0.0482709864252967,1087,8,32
76,1,4,0.000981354268891,56.5269743002835,0.0194673530002785,677,5,12
77,3,8,0.0010288065843621,58.8542150021483,0.0415561809811019,1048,9,24
78,3,3,0.0009881422924901,35.9312246000459,0.0344712125868934,697,5,13
79,0,4,0.0007363770250368,11.193961085936,0.003264375961476,75,4,7
80,1,6,0.0008203445447087,61.6404817400196,0.0209536405062466,348,5,11
81,3,6,0.0009960159362549,260.795591659458,0.0212576197372528,711,6,19
82,1,6,0.001027749229188,256.992405317574,0.0293885074892872,997,6,16
83,1,13,0.0010526315789473,153.06582405389,0.0790166252332214,1187,11,37
84,5,0,0.000752445447705,445.103995109035,0.004807402247685,81,4,6
85,1,6,0.0010330578512396,274.546521491547,0.02928925589098,1002,5,15
86,0,1,0.0005652911249293,0.0,7.16540951225e-05,6,1,2
87,3,9,0.0010482180293501,387.510244369739,0.0656313725346825,1209,10,33
88,16,14,0.0010548523206751,675.57255482036,0.109644227664301,1415,18,157
89,0,1,0.0007204610951008,0.0,0.0016342418449543,31,1,2
90,1,3,0.0009784735812133,77.9221439094526,0.019187970615087,630,4,6
91,7,11,0.0010384215991692,353.954338668079,0.0475815700255163,1256,12,84
92,17,16,0.0010729613733905,972.085034824987,0.0799758752894908,1590,18,241
93,1,2,0.000733137829912,3.98560151825751,0.0019786850608337,41,3,4
94,6,1,0.0010204081632653,305.7537756076,0.0438144241927533,973,5,17
95,4,3,0.0009784735812133,482.507336578382,0.0180067198137796,617,5,13
96,0,12,0.0010341261633919,50.617682402631,0.0839651398735202,987,8,22
97,0,5,0.00084388185654,179.765095962925,0.0128118346835344,372,4,8
98,16,12,0.0010330578512396,98.0851626011086,0.0885073387623416,1295,18,195
99,3,3,0.0010330578512396,48.9651049788771,0.0343347235386395,1097,6,15
100,22,7,0.0010741138560687,829.588506555512,0.0974449345032357,1511,14,176
101,9,3,0.0010384215991692,286.728788984372,0.0334968423906641,1076,7,31
102,0,6,0.0010266940451745,0.0,0.0555380034954859,1006,6,16
103,5,9,0.0010330578512396,460.206585987339,0.0594344801539517,1048,10,34
104,6,15,0.000912408759124,321.505021373187,0.0430348022117678,798,10,50
105,2,3,0.0009940357852882,25.2618418765788,0.0205745241664453,708,5,13
106,2,4,0.000805152979066,10.8406570282715,0.0163664056363982,289,6,11
107,4,15,0.001010101010101,241.370047319515,0.0356575372419515,891,11,44
108,0,4,0.0007733952049497,2.10909629599141,0.007011789561479,143,4,8
109,4,18,0.0010245901639344,954.99464778701,0.0967498756535528,980,11,39
110,2,2,0.0009832841691248,443.734769198883,0.0167843258569538,620,3,7
111,0,1,0.0006863417982155,0.0,0.0002501695551065,5,1,2
112,3,2,0.0009842519685039,227.075445794416,0.020257399620879,671,5,9
113,4,6,0.0009950248756218,61.1674898988763,0.0230728887104406,719,6,26
114,6,5,0.0008928571428571,29.9737396236887,0.0356927379222802,642,9,37
115,20,6,0.0010373443983402,1699.60772209441,0.092238829597786,985,13,42
116,32,3,0.0010893246187363,2890.6619280258,0.0563781883195404,1416,14,125
117,5,1,0.0007987220447284,19.7901474729112,0.020777903982554,314,6,14
118,1,5,0.000754716981132,24.1764397442271,0.0048142608216335,94,5,7
119,5,2,0.000780031201248,126.01351940068,0.0060411570465508,144,6,11
120,1,2,0.000981354268891,440.0,0.015748763881736,620,2,5
121,1,10,0.0010416666666666,44.9144906824486,0.0630623146249221,1161,9,38
122,2,1,0.0007530120481927,8.99983224488856,0.0025060640625404,63,3,4
123,0,5,0.0007656967840735,482.675153421978,0.0044268576157056,100,3,6
124,0,2,0.0009794319294809,0.0,0.0157452651746932,618,2,4
125,0,1,0.0007363770250368,0.0,0.0008403141365234,36,1,2
126,0,3,0.0009794319294809,0.0,0.0306502162128629,619,3,4
127,0,2,0.0009794319294809,0.0,0.0157452651746932,618,2,4
128,10,14,0.0010266940451745,411.804377832297,0.0513999888275887,994,14,51
129,6,8,0.001,108.498327653425,0.0517922909963487,733,10,20
130,0,1,0.0007363770250368,0.0,0.0008403141365234,36,1,2
131,1,4,0.0009852216748768,2.8975473085305,0.0333357647229935,672,5,8
132,4,2,0.0007949125596184,87.1025411898685,0.0082675182495269,164,5,8
133,2,7,0.0009970089730807,7.72724288593854,0.0447899908521567,731,7,10
134,0,2,0.0009727626459143,52.1522217231026,0.0150281779928861,589,2,3
135,0,2,0.0007022471910112,3.88035378068073,0.0005796702692545,17,2,3
136,12,13,0.0010449320794148,458.4896245674,0.0875081310663849,1238,16,64
137,22,8,0.0010718113612004,978.121092871776,0.105688968931338,1580,17,173
138,3,6,0.0010266940451745,54.8776845407985,0.0521602723996453,1004,8,18
139,0,4,0.0009794319294809,11.2712265074449,0.0178767452428669,641,4,7
140,0,3,0.0007097232079489,0.25,0.0015598988144413,48,3,6
141,2,3,0.0009803921568627,171.244861225953,0.0315235328098771,640,4,10
142,5,9,0.0010405827263267,170.208717479372,0.0685809620516528,1201,11,40
143,0,6,0.0009861932938856,0.349542124542124,0.0489224233004423,676,6,12
144,9,12,0.001008064516129,92.4113176272663,0.0507191235998666,966,17,38
145,1,1,0.0007336757153338,10.2456309843767,0.0009332328955715,28,2,3
146,1,2,0.0010162601626016,24.3588244942566,0.0255955945529225,923,3,6
147,1,12,0.0010384215991692,377.328411615855,0.0390849359679408,1169,9,32
148,0,8,0.0008620689655172,13.7625434018194,0.0188352534307883,478,8,20
149,0,1,0.0006825938566552,0.0,0.0004445272995275,5,1,2
150,2,2,0.0009756097560975,490.349755003203,0.0298241368515191,588,2,4
151,1,1,0.0006944444444444,20.3881740879183,0.0005105093955426,11,2,3
152,3,2,0.0009861932938856,141.177259418123,0.0199401458307116,682,4,11
153,3,0,0.0007235890014471,1.74885017074909,0.0023026212117752,36,3,4
154,4,6,0.0010298661174047,312.686955759904,0.0620743600586189,1048,8,25
155,9,9,0.0010482180293501,587.681450602381,0.0724724968440943,1302,12,73
156,1,2,0.0007782101167315,6.92623176165799,0.0066962098187546,133,3,5
157,3,8,0.001031991744066,80.5753814901058,0.0719291534902095,1053,9,25
158,8,7,0.001002004008016,80.8673604279138,0.0833330069233703,741,10,16
159,1,4,0.0008481764206955,27.195541866005,0.0140727592957085,398,4,9
160,0,3,0.0009756097560975,298.210333777381,0.0161681094857434,601,2,5
161,6,12,0.0010235414534288,171.382184626629,0.050832934546315,978,14,42
162,4,3,0.0010214504596527,34.7075479883585,0.0437987802908982,992,7,14
163,2,10,0.0010373443983402,247.629652840071,0.0619569322441123,1218,11,42
164,0,1,0.0007102272727272,0.0,0.0008858680166737,15,1,2
165,3,5,0.001008064516129,202.941790608098,0.0290158122893448,854,6,26
166,0,6,0.0010224948875255,105.252475530811,0.0373375423975393,951,6,13
167,11,3,0.0010030090270812,1885.63988097256,0.056060783760892,873,7,55
168,0,2,0.0007097232079489,0.0,0.0016903805180839,53,2,4
169,0,5,0.0009794319294809,0.0,0.0323550798753898,637,5,8
170,2,7,0.0009881422924901,40.0301424033361,0.0348557848969473,670,7,16
171,1,6,0.000981354268891,440.0,0.0472705324199595,640,6,9
172,2,6,0.0009920634920634,30.5377975563622,0.0523325237431384,721,7,12
173,3,6,0.0009950248756218,232.568895391301,0.0212902804300796,704,6,23
174,1,1,0.0007178750897343,0.333333333333333,0.0008041697976994,16,2,3
175,5,0,0.000754716981132,43.3982491484236,0.0069637572221264,120,5,9
176,6,8,0.0010341261633919,229.971248368327,0.0787377717282823,1088,11,34
177,9,6,0.0009066183136899,126.644991027982,0.0629222554385732,767,11,35
178,3,5,0.0009861932938856,260.144338910861,0.0183758937438829,653,7,10
179,0,6,0.0010214504596527,64.0872677141989,0.0272298518393302,945,5,10
180,0,1,0.0006839945280437,0.0,0.0002683892771824,8,1,2
181,2,1,0.0009727626459143,0.0,0.0305675644768788,602,3,4
182,10,0,0.0008116883116883,78.3674631551872,0.0180970474414128,324,8,20
183,3,9,0.0008920606601248,192.4800475605,0.0372420007418768,628,8,26
184,3,9,0.0010384215991692,132.3586657384,0.057577168724203,1214,9,45
185,1,13,0.001039501039501,208.188936858791,0.0556226289612003,1161,10,45
186,0,2,0.0009718172983479,65.5148380427472,0.0156849647422651,591,2,4
187,3,0,0.0009727626459143,16.399834180511,0.0169433332743696,617,3,6
188,1,3,0.0009803921568627,0.0,0.0320239157973599,621,4,8
189,3,0,0.0009737098344693,0.54,0.0158122606026427,599,3,6
190,1,4,0.001019367991845,31.2438909533921,0.037800143488693,966,4,8
191,1,3,0.0007745933384972,32.8800676931876,0.010736733948765,144,3,5
192,16,2,0.0010235414534288,1193.6517698571,0.0498541829919512,948,11,35
193,11,11,0.0010405827263267,176.226512811014,0.084720277531593,1191,16,50
194,5,1,0.0009910802775024,74.3723281806134,0.0229173249712899,708,4,13
195,8,4,0.0010570824524312,76.6709218642752,0.0676492965470113,1405,11,81
196,0,5,0.0009910802775024,17.5952548256573,0.0239817321513137,743,4,10
197,1,6,0.000870322019147,146.164932176795,0.0157551603427406,444,4,10
198,20,16,0.0010660980810234,290.707883387845,0.104223026799983,1562,18,200
199,6,8,0.001039501039501,80.854961893173,0.0567562325037609,1140,10,46
200,2,3,0.0009871668311944,51.3345017684782,0.0519314818612929,710,5,5
201,11,11,0.0010471204188481,527.747594412384,0.0567464639643198,1257,14,63
202,0,13,0.0010526315789473,225.690341706751,0.0575876420436783,1352,11,74
203,10,2,0.0010070493454179,295.80913778598,0.0537772880684317,894,10,23
204,0,2,0.0009737098344693,0.0,0.0157064988837952,595,2,4
205,5,12,0.001002004008016,392.296463925335,0.0273158501557963,789,10,36
206,1,2,0.0009756097560975,46.9467738816573,0.0164000996136308,610,3,8
207,9,7,0.0009165902841429,171.391071603685,0.0554082573809049,840,11,65
208,5,2,0.0007849293563579,121.175528442983,0.0095822380968173,189,6,11
209,2,1,0.0008403361344537,26.5912048339125,0.0115754604876277,378,3,5
210,0,2,0.0008354218880534,0.0,0.010966470583226,344,2,4
211,6,4,0.001031991744066,163.647839621933,0.0365124544362423,1067,9,27
212,5,7,0.0010288065843621,120.986424377911,0.0776605067447353,1152,10,26
213,0,1,0.0007423904974016,0.0,0.0035298917008603,66,1,2
214,0,2,0.0009765625,0.0,0.0157507543051472,605,2,4
215,0,5,0.0008554319931565,1.74384460151082,0.0284214531454139,451,5,8
216,5,2,0.0007836990595611,66.0314213844068,0.0158874246794606,173,5,7
217,7,6,0.0010030090270812,317.568101053418,0.0597054394480292,753,10,18
218,3,2,0.0009910802775024,131.698420983941,0.0215004695391312,705,4,11
219,17,13,0.0010309278350515,1070.33763966159,0.0705282997803316,999,12,64
220,0,1,0.0007473841554559,0.0,0.0048387091980599,80,1,2
221,8,2,0.0010162601626016,208.853996828862,0.0375372464626256,973,7,34
222,1,1,0.0007473841554559,0.0,0.0096774183961199,81,2,2
223,24,15,0.0010752688172043,1113.87686850351,0.157855633434236,1533,24,147
224,0,2,0.0007616146230007,0.0,0.005824713873514,111,2,4
225,0,1,0.0007473841554559,0.0,0.0048387091980599,80,1,2
226,7,8,0.0010526315789473,91.902575779243,0.0680670392281386,1256,11,62
227,1,1,0.0007473841554559,0.0,0.0096774183961199,81,2,2
228,0,2,0.0008561643835616,0.0,0.0152609634356303,413,2,4
229,0,1,0.0007057163020465,0.0,0.0007430741565429,19,1,2
230,0,3,0.0007087172218284,4.69954280905267,0.0011942190471976,27,2,4
231,0,7,0.0007923930269413,38.9602667301886,0.0125992652610524,188,6,10
232,0,3,0.001019367991845,17.486325227798,0.0260702794322831,934,3,6
233,0,1,0.0007087172218284,0.0,0.0008547972809664,38,1,2
234,37,0,0.0010298661174047,2851.4012937377,0.0573498885556474,1004,10,95
235,1,3,0.0010214504596527,70.9930983785923,0.0410869535948762,954,4,6
236,0,3,0.0009775171065493,0.0,0.0306646993573058,621,3,4
237,0,1,0.0007087172218284,0.0,0.0008547972809664,38,1,2
238,0,2,0.0007087172218284,0.0,0.0017095945619328,39,2,2
239,1,2,0.0009784735812133,84.1146372569071,0.0157829985345899,624,3,6
240,0,2,0.0009775171065493,0.0,0.0157597483191361,620,2,4
241,0,3,0.0009775171065493,0.0,0.0166145456001025,621,3,4
242,0,4,0.0009784735812133,5.34926313996081,0.0311842231245918,631,4,8
243,5,3,0.0009940357852882,927.081126256802,0.0328499649551303,676,6,10
244,0,1,0.0007087172218284,0.0,0.0008547972809664,38,1,2
245,0,3,0.0009794319294809,440.0,0.015763250244434,622,2,5
246,1,5,0.0009852216748768,5.40266627288214,0.048662011769267,674,6,8
247,2,6,0.0010298661174047,467.639911905483,0.0461366771069015,1035,6,23
248,6,3,0.0010060362173038,706.870959866818,0.052101477523353,854,8,21
249,5,7,0.0010298661174047,323.755498435168,0.0874339171527461,1080,11,23
250,1,3,0.001019367991845,48.5477346261331,0.0268267581512586,946,4,9
251,4,1,0.0009803921568627,51.4277057711402,0.0170808744884227,653,5,8
252,2,1,0.0009775171065493,14.0935595082284,0.0189942395183181,631,3,6
253,2,1,0.0009775171065493,37.795766558939,0.0308611229313706,614,3,4
254,1,1,0.0007112375533428,0.305555555555556,0.0015770900507722,22,2,3
255,0,2,0.0009727626459143,0.0,0.0151624079973855,588,2,4
256,3,2,0.0009823182711198,35.5354369952431,0.0172732509188726,647,4,12
257,3,1,0.0009852216748768,34.7576035455086,0.0178121189175411,653,4,7
258,1,4,0.001019367991845,8.01464829783727,0.0422381190878743,968,4,8
259,0,3,0.0009823182711198,39.5816107149773,0.016956755330437,636,3,5
260,0,1,0.0006811989100817,0.0,0.0002222069304009,3,1,2
261,1,1,0.0009727626459143,440.0,0.0149082630215877,584,1,3
262,2,2,0.0008431703204047,43.3071065655428,0.0218962761534166,364,4,4
263,1,0,0.000684462696783,0.0,0.0002349504730957,4,1,2
264,0,2,0.0008382229673093,5.58085000017157,0.0108012801323852,349,2,3
265,3,1,0.0009803921568627,110.78629375925,0.0160869373334106,613,4,9
266,1,4,0.000734214390602,74.2826688731122,0.0024213398954268,54,4,6
267,0,2,0.0009832841691248,0.0,0.018336132004487,641,2,4
268,7,2,0.0008203445447087,59.9868185538132,0.022432531350316,325,8,17
269,0,3,0.0007616146230007,11.6538687896284,0.0057784314349687,105,3,4
270,1,1,0.0007122507122507,0.0,0.0027496304779461,28,2,2
271,2,2,0.0009756097560975,2.37083333333333,0.0305519410599439,601,4,5
272,1,1,0.0007299270072992,0.0,0.0047056609748731,41,2,2
273,4,0,0.0007680491551459,4.16569220829499,0.0036789552567695,115,4,6
274,0,1,0.0007633587786259,0.0,0.0069798274598137,118,1,2
275,1,4,0.0008576329331046,2.55866540284577,0.0289128772905455,472,5,12
276,1,4,0.0010245901639344,9.81135963162683,0.0621169348118933,1035,5,8
277,1,5,0.0008576329331046,5.11733080569154,0.0357901986127777,472,5,12
278,0,5,0.0010288065843621,298.4194981823,0.0326629191235532,1047,4,11
279,8,4,0.0010141987829614,716.850616314548,0.0290905950068783,859,8,23
280,0,3,0.0009775171065493,0.0,0.0308611229313706,614,3,4
281,5,3,0.0010245901639344,130.555162949713,0.0301679928900587,1015,7,21
282,0,1,0.0006915629322268,0.0,0.0004896271192618,9,1,2
283,0,1,0.0006811989100817,0.0,0.0002222069304009,3,1,2
284,1,1,0.0009727626459143,440.0,0.0149082630215877,584,1,3
285,2,4,0.0007710100231303,2.96810698798131,0.0085748162222696,152,6,9
286,2,0,0.0007122507122507,2.34487734487735,0.0014145675127294,19,2,3
287,3,1,0.0007763975155279,92.1185201113905,0.0069937774402254,119,4,5
288,0,2,0.0007147962830593,8.54593519507313,0.0016207161467018,32,2,3
289,0,3,0.0007309941520467,19.5988152801642,0.0018396394632878,45,3,4
290,0,1,0.0007122507122507,0.0,0.001374815238973,27,1,2
291,0,1,0.0007122507122507,0.0,0.001374815238973,27,1,2
292,1,1,0.0009737098344693,0.0,0.0161677026267183,605,2,4
293,2,1,0.00084388185654,13.0353242481162,0.0136698219436445,399,3,5
294,0,1,0.0006854009595613,0.0,0.0007045649712677,8,1,2
295,4,1,0.0009756097560975,486.236971024838,0.0174085356596787,615,3,9
296,0,1,0.0006825938566552,0.0,0.0002594733716537,6,1,2
297,0,2,0.0009727626459143,0.0,0.0151644244098235,588,2,4
298,0,3,0.0010204081632653,0.0,0.0276800357631767,955,3,8
299,0,2,0.0009737098344693,0.0,0.0154644418588029,593,2,4
300,12,3,0.0010504201680672,602.568510168239,0.044948375976292,1257,10,71
301,11,3,0.0010351966873706,86.415496621566,0.0580706105650102,1060,8,38
302,1,4,0.000981354268891,0.787883358471594,0.0470691626959803,638,5,6
303,5,2,0.0010288065843621,228.967215893217,0.0361830491621676,1087,5,24
304,0,2,0.0009718172983479,0.0,0.0154442576143435,590,2,4
305,1,1,0.0009775171065493,0.0,0.0172220389222902,630,2,4
306,4,0,0.0007451564828614,39.8290067136508,0.0020952990711659,55,3,5
307,3,3,0.0008417508417508,50.7875402411001,0.0319331043973994,350,4,6
308,8,0,0.0009960159362549,87.8979307425667,0.0290549708116331,806,8,19
309,0,1,0.0007336757153338,0.0,0.002205360836561,43,1,2
310,29,1,0.0010298661174047,2616.67294262907,0.0661528288773997,933,10,56
311,0,1,0.0007087172218284,0.0,0.000986004675454,31,1,2
312,0,1,0.0007087172218284,0.0,0.000986004675454,31,1,2
313,0,1,0.0007087172218284,0.0,0.000986004675454,31,1,2
314,0,2,0.000981354268891,0.0,0.0158909557136238,613,2,4
315,0,2,0.0007122507122507,1.36722673461804,0.0018759113271393,45,2,4
316,0,1,0.0007087172218284,0.0,0.000986004675454,31,1,2
317,1,5,0.0010266940451745,10.9665121118786,0.0425214962522172,958,6,10
318,2,2,0.0010224948875255,0.0,0.042445964311316,959,4,8
319,2,2,0.0008396305625524,31.5933013256988,0.0119802459665652,358,4,6
320,0,3,0.0010183299389002,37.8212623229058,0.0265007879082047,930,3,8
321,1,1,0.0007102272727272,1.7393137254902,0.0018206017021584,29,2,3
322,4,1,0.0009920634920634,271.373240248473,0.0253975703525475,743,4,11
323,1,2,0.0008424599831508,0.0,0.0210793383686478,342,3,4
324,4,0,0.0009784735812133,38.9226972383988,0.0171458495422093,631,4,8
325,1,1,0.0009756097560975,0.0,0.0155749043813416,598,2,4
326,0,3,0.0010162601626016,0.0,0.025997158618912,931,3,8
327,0,1,0.0007183908045977,0.0,0.0006699533431718,16,1,2
328,0,1,0.0007087172218284,0.0,0.0006876649133422,9,1,2
329,3,6,0.0010235414534288,84.0661913908338,0.0729963596349088,984,8,18
330,1,2,0.0009765625,199.538223894667,0.0150082858963354,592,3,4
331,2,4,0.0009746588693957,0.333333333333333,0.0608536110809024,610,6,6
332,0,1,0.0006854009595613,0.0,0.0002347345545689,4,1,2
333,0,2,0.0009737098344693,7.8757112702849,0.0155463826580735,604,2,3
334,2,0,0.0007776049766718,0.493532309652757,0.0105097191606741,184,2,4
335,4,2,0.0009891196834817,6.24012914392577,0.0382938278878068,730,6,10
336,9,3,0.0010515247108307,377.595179036057,0.0433613070148398,1265,9,52
337,3,1,0.0009784735812133,187.504454217195,0.015345372139937,602,3,5
338,1,3,0.0009775171065493,0.0,0.0457660739695404,615,4,4
339,1,1,0.0009794319294809,14.2349766026836,0.0171103118747307,625,2,4
340,1,2,0.0009737098344693,197.170845312337,0.0152022422185721,592,2,5
341,9,2,0.0008802816901408,86.0695398949371,0.033151438384863,620,9,34
342,3,1,0.0009756097560975,328.690982116726,0.0164979346191102,608,3,7
343,1,1,0.0009727626459143,0.0,0.0151315397141079,586,2,4
344,1,1,0.0009727626459143,97.7934608551063,0.0149227508145971,586,2,3
345,2,1,0.0009784735812133,32.398565958989,0.0181619796341283,642,3,8
346,1,2,0.0009737098344693,0.0,0.0298459920289276,589,3,3
347,2,3,0.0010341261633919,198.491060733773,0.0335603555128717,1052,4,13
348,0,1,0.0007347538574577,0.0,0.0033413268045696,54,1,2
349,0,1,0.0007347538574577,0.0,0.0033413268045696,54,1,2
350,5,1,0.0009940357852882,35.0007894404608,0.0199309942978448,704,6,12
351,5,1,0.0008517887563884,23.5528728075574,0.024913915802432,411,6,7
352,0,1,0.0007326007326007,0.0,0.0012767329427737,31,1,2
353,0,2,0.0007468259895444,0.804040404040404,0.0035635296195164,60,2,3
354,0,3,0.0010172939979654,0.0,0.0258264740715063,928,3,8
355,1,3,0.0009718172983479,74.4734699597897,0.0452013106820244,590,4,4
356,3,2,0.0009794319294809,4.55957490577056,0.0326373140220012,629,4,10
357,0,2,0.0009737098344693,51.7845916501797,0.0153809123957097,589,2,3
358,1,1,0.0009823182711198,0.0,0.0184348427390301,648,2,4
359,0,1,0.000697350069735,0.0,0.0007765699715018,10,1,2
360,0,4,0.000981354268891,44.9757778562026,0.0164609490483453,631,4,7
361,1,20,0.0008403361344537,337.151499781713,0.0231037658830745,445,10,35
362,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
363,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
364,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
365,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
366,0,2,0.0009708737864077,0.0,0.0298099020763394,583,2,2
367,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
368,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
369,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
370,0,1,0.0007102272727272,0.0,0.0005180836896284,11,1,2
371,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
372,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
373,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
374,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
375,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
376,0,3,0.0010141987829614,0.0,0.0402321563139098,916,3,4
377,0,2,0.0010141987829614,0.0,0.0253272052757401,915,2,4
378,0,2,0.0010141987829614,0.0,0.0253272052757401,915,2,4
379,0,2,0.0010141987829614,0.0,0.0253272052757401,915,2,4
380,0,1,0.0009708737864077,0.0,0.0149049510381697,582,1,2
